employee_id,fullname,years_of_service_months,latest_rating,performance_group,grade,education,major,position,department,disc,mbti,iq,gtq,gdr_score_avg,cex_score_avg,ids_score_avg,qdd_score_avg,sto_score_avg,sea_score_avg,vcu_score_avg,lie_score_avg,ftc_score_avg,csi_score_avg,top_5_strengths,papi_n_score,papi_l_score,papi_p_score,papi_a_score
EMP101674,Ahmad Lestari,78,3,Standard Performer,III,D3,Psychology,Sales Supervisor,Marketing,SD,ISTJ,null,null,3,2.2,2.8,2.2,3,2.6,3,2.75,3,3,"Consistency, Learner, , Intellection, Adaptability",4,3,5,4
EMP101675,Mahendra Indrawan,43,5,High Performer,IV,S2,Design,HRBP,Finance,DC,ENTP,null,27,3,3.33333333333333,3.66666666666667,2.6,3,2,3,2.6,2.6,2,"Intellection, Achiever, , Command, ",2,3,4,5
EMP101676,Andi Pamungkas,20,4,Standard Performer,III,S1,Economics,Supply Planner,Operations,DC,ENTJ,125,23,3.75,4,4.66666666666667,3.75,4,4,4.25,4,5,3.75,"Deliberative, Empathy, Futuristic, Communication, Relator",5,8,1,9
EMP101677,Sari Baskara Lestari,89,3,Standard Performer,III,SMA,Statistics,Brand Executive,Marketing,DI,ESFJ,null,null,2.6,2.8,3,2.6,2.5,2,2.4,2.2,2.66666666666667,2.5,"Competition, Responsibility, Analytical, Focus, Individualization",null,1,1,8
EMP101678,Arif Indrawan,26,3,Standard Performer,IV,S1,Economics,Finance Officer,Operations,CI,ENFP,125,30,2.8,3.2,3,3.5,2.8,3.2,3,3.2,22.4,3.2,"Analytical, Maximizer, Developer, Restorative, Consistency",9,8,5,2
EMP101679,Dinda Rohman,52,3,Standard Performer,IV,S1,Economics,Finance Officer,Marketing,DS,null,null,null,3,3,3.2,2.75,3,2.5,3,2.8,3,2.5,"Focus, Includer, Woo, Achiever, Adaptability",5,5,9,3
EMP101680,Zaki Santoso,26,3,Standard Performer,III,S1,Psychology,Data Analyst,Marketing,DC,null,null,null,4,3.2,3.75,3.8,4.25,3.6,3.8,3.4,4.25,4.5,"Significance, Self-Assurance, Strategic, Harmony, Adaptability",6,null,8,8
EMP101681,Oktavia Fadillah Firmansyah,49,4,Standard Performer,III,SMA,Statistics,Finance Officer,Operations,null,ENFJ,115,24,3,3,22.2,3.2,3,3.5,3.8,3.75,2.8,3.4,"Activator, , Communication, Futuristic, Relator",8,null,3,4
EMP101682,Ayu Adi Putra,72,3,Standard Performer,IV,S2,Economics,HRBP,IT,CI,INFJ,98,29,3,2.75,3,2.25,2.8,2.75,2.8,3,2.8,2.4,"Self-Assurance, Belief, , Significance, Positivity",6,5,9,7
EMP101683,Ahmad Firmansyah,27,4,Standard Performer,V,D3,Psychology,Finance Officer,Finance,CS,INTP,82,22,4,4.4,3.75,28.5,4.2,5.25,4.4,4,4.5,4.6,"Focus, , Maximizer, , Achiever",8,9,3,8
EMP101684,Bella Utama Ramadhan,98,5,High Performer,IV,SMA,Design,Brand Executive,Finance,IC,ENTP,90,27,3.8,3,3.6,3.25,3.75,3.6,3.75,3.75,3.6,3.6,"Responsibility, Discipline, Competition, Consistency, Futuristic",4,9,7,8
EMP101685,Zahra Saputra,71,3,Standard Performer,V,S1,Design,Finance Officer,Marketing,null,ESFP,null,null,2.8,2.8,3.2,3.2,3,27,3.2,1.66666666666667,3,3,"Intellection, Strategic, Competition, Discipline, Command",null,5,3,2
EMP101686,Prasetyo Suharto,56,5,High Performer,V,SMA,Design,Brand Executive,HR,SI,ENFP,132,38,2.8,3.5,3.2,3.2,3,3.5,3,3,3,3.5,"Discipline, Harmony, Positivity, Deliberative, Consistency",7,2,9,6
EMP101687,Rizka Wijaya Gunawan,68,3,Standard Performer,IV,S2,Statistics,Sales Supervisor,Marketing,SI,ENTP,null,null,3.33333333333333,3.2,3.6,2.5,3.75,2.8,3,3.4,3,3.75,"Strategic, Focus, Competition, Intellection, Woo",4,8,4,1
EMP101688,Intan Santoso,67,1,Standard Performer,V,S2,Engineering,Brand Executive,Operations,SC,INFP,121,19,3.4,3,2.6,3.2,3.2,2.2,2.8,2.75,3,2.75,"Includer, Significance, Responsibility, Ideation, Learner",7,8,3,4
EMP101689,Rendra Yudhistira Suharto,79,3,Standard Performer,IV,S1,Economics,Supply Planner,IT,SC,INTP,93,27,2.6,2.8,2.8,2.6,2.6,2.8,2.8,3,3.2,2.8,"Woo, Responsibility, Arranger, Self-Assurance, Strategic",4,2,8,4
EMP101690,Utami Gunawan,27,3,Standard Performer,III,D3,Design,HRBP,IT,SD,ENTP,95,24,2.8,3.6,3.4,3.25,3.6,3.8,2.75,3,3,3.5,"Analytical, Relator, Context, Discipline, Developer",3,1,3,9
EMP101691,Nabila Siregar,55,3,Standard Performer,V,S2,Engineering,Data Analyst,Marketing,SI,ISTJ,null,null,2.4,3.2,2.8,2.6,3,3,3.25,2.6,2.75,2.6,"Focus, Responsibility, Activator, Significance, Strategic",6,1,null,8
EMP101692,Cahyo Aji Sinaga,35,3,Standard Performer,III,SMA,Statistics,Sales Supervisor,Finance,SI,INFP,92,32,3,3.5,2.75,3.2,3.4,2.8,3.5,2.8,3,2.8,"Focus, Activator, Maximizer, Adaptability, Arranger",3,2,6,3
EMP101693,Hadi Kurniawan,59,4,Standard Performer,IV,SMA,Psychology,Brand Executive,Operations,IC,ENTP,140,33,2.8,2.75,3.66666666666667,3.4,2.6,3.4,3.2,2.8,3.66666666666667,3,", Deliberative, Self-Assurance, , Includer",4,2,3,2
EMP101694,Intan Kusuma Wijaya,41,3,Standard Performer,IV,D3,Psychology,Supply Planner,IT,ID,INTP,104,25,3.8,3.2,3.75,3,3.2,3.2,2.75,3.4,3,3.33333333333333,"Achiever, Deliberative, Consistency, Input, Maximizer",null,8,9,4
EMP101695,Rama Nabila Ridwan,65,1,Standard Performer,IV,S2,Business,Finance Officer,HR,CS,ESFP,95,25,3,2.66666666666667,2.6,2.75,3.5,3.4,4.2,4,4.5,3.5,"Significance, Arranger, Individualization, Includer, Maximizer",9,2,7,1
EMP101696,Budi Lestari,43,3,Standard Performer,IV,S1,Economics,Finance Officer,IT,SC,ENFP,110,22,2.4,4,2.8,2.6,2.8,3,2.8,2.8,2.2,2.8,"Activator, Focus, Positivity, Developer, Self-Assurance",1,3,4,4
EMP101697,Nadia Pamungkas,52,2,Standard Performer,V,S1,Statistics,Data Analyst,Finance,CD,ENTP,97,38,3.4,2.66666666666667,3,2.4,3,2.8,2.8,2.4,3.2,3.2,"Harmony, Connectedness, Restorative, Developer, Intellection",1,6,3,8
EMP101698,Adit Yudhistira Pratama,56,1,Standard Performer,IV,D3,Statistics,HRBP,Finance,SI,INTJ,null,28,1.75,1.33333333333333,2,1.4,1.8,1.8,1.6,2.25,1.4,2,"Analytical, Command, Strategic, Learner, Empathy",9,6,2,3
EMP101699,Zaki Baskara Rahmawati,34,4,Standard Performer,IV,S1,Engineering,HRBP,Operations,SC,ENFJ,80,27,3.4,3.4,3,3.6,3.8,3.6,3,3.5,3.33333333333333,3.6,"Discipline, Strategic, Arranger, Context, Empathy",8,3,1,7
EMP101700,Nabila Indrawan,101,5,High Performer,V,SMA,Engineering,Sales Supervisor,Operations,DC,ESTP,null,41,3.2,3,3.2,2.8,2.6,3,2.6,2.25,2.6,2.6,"Input, Consistency, Harmony, Positivity, Adaptability",8,5,1,7
EMP101702,Fitri Mahardika Gunawan,23,3,Standard Performer,V,S1,Psychology,Brand Executive,Finance,CS,INFP,108,34,2.33333333333333,3,3,3,2.75,3,2.33333333333333,3.75,2.5,2.66666666666667,"Input, Positivity, Includer, Belief, Futuristic",4,7,3,8
EMP101703,Ayunda Hasibuan,1,3,Standard Performer,V,D3,Design,HRBP,Operations,SI,ISTJ,112,22,2.5,2,2.75,2.33333333333333,2.25,2.75,3,3.25,2.66666666666667,2.66666666666667,"Responsibility, Achiever, Restorative, Individualization, Learner",null,2,5,4
EMP101705,Lestari Purnama,64,3,Standard Performer,III,D3,Business,HRBP,HR,null,INFP,83,13,2.8,3.2,2.25,3,3,3,2.5,3,2.6,2.5,"Positivity, Communication, Consistency, Competition, Activator",1,4,7,5
EMP101706,Lestari Utama Santoso,56,4,Standard Performer,IV,S1,Economics,Sales Supervisor,Marketing,DI,ESTP,null,null,3.8,3.2,3.2,3,3.2,3.2,3.5,3.2,3,2.8,"Achiever, Maximizer, , Command, Woo",4,8,2,1
EMP101707,Hana Maulida,55,2,Standard Performer,V,S2,Psychology,Data Analyst,R&D,CI,INFJ,136,32,3.4,3,2.8,3,2.4,3.6,3,3,2.6,2.75,"Arranger, Discipline, Individualization, Context, Relator",7,4,3,4
EMP101708,Rani Anugrah Maulana,6,4,Standard Performer,IV,D3,Engineering,Sales Supervisor,Finance,CI,INFP,106,32,3,3.33333333333333,3.25,3,3.25,3.25,3,3.75,3.5,2,"Intellection, Self-Assurance, Deliberative, Connectedness, Learner",2,4,6,6
EMP101709,Dinda Ginting,25,2,Standard Performer,V,D3,Economics,Data Analyst,HR,SI,INTJ,140,33,3.5,2.8,2.25,2.8,3.25,3.2,3.8,3.2,3.2,3.2,"Communication, Arranger, Self-Assurance, Includer, Connectedness",7,1,9,null
EMP101710,Arif Anggara,128,4,Standard Performer,III,SMA,Engineering,Sales Supervisor,HR,CS,ENFJ,99,25,3.6,3.2,3.5,3,2.8,3.75,3.2,3.2,3.4,3.4,"Woo, Activator, Achiever, Context, Ideation",null,null,1,2
EMP101712,Luthfi Nugroho,42,5,High Performer,III,S2,Business,Data Analyst,Finance,null,INFP,138,25,3.25,2.6,3.25,2.4,2.8,2.4,2.5,3,2.8,2.25,"Consistency, Harmony, Achiever, Relator, Ideation",2,9,7,9
EMP101713,Nabila Yudhistira Kusuma,69,4,Standard Performer,III,SMA,Design,HRBP,Operations,IS,null,94,30,2.4,3.2,3,3,3.2,3,2.6,2.6,2.8,2.66666666666667,"Restorative, Responsibility, Ideation, Belief, Individualization",8,7,9,2
EMP101714,Bella Setiawan,52,4,Standard Performer,IV,S1,Business,Sales Supervisor,R&D,null,INFP,120,23,3.75,3.2,4,3.4,3.5,3.4,3.5,3.6,4,4,"Connectedness, Focus, Analytical, , Strategic",4,1,3,2
EMP101715,Ayunda Rahmawati,61,4,Standard Performer,IV,S2,Business,HRBP,Marketing,CI,ENFJ,null,null,4.6,4.2,3.75,4.2,4,4.2,4.2,3.8,3.6,4.2,", , Context, Input, Positivity",6,7,7,1
EMP101716,Kartika Handayani,126,4,Standard Performer,III,S1,Economics,Brand Executive,Operations,DS,ISTJ,137,17,3.8,3.4,3.2,3.6,3.6,3.6,3.2,3.4,3.75,3.8,"Deliberative, Analytical, Individualization, Futuristic, Learner",4,2,2,8
EMP101717,Fitri Zulfikar,28,2,Standard Performer,IV,S2,Business,Data Analyst,Finance,null,ESFP,139,32,3,3,2.8,3.25,3,3,3.2,2.8,3,3,"Ideation, Adaptability, Harmony, Competition, Command",4,8,2,9
EMP101718,Intan Kurniawan,28,5,High Performer,IV,S1,Business,HRBP,IT,CS,ENFP,91,25,3,2.75,3,2.8,3.2,3.75,2.6,2.8,3,2.8,"Belief, , Intellection, Analytical, Consistency",9,5,4,null
EMP101719,Hadi Yudhistira Yulianto,61,3,Standard Performer,IV,SMA,Design,HRBP,R&D,DC,ENTJ,null,32,3,2.8,2.5,2.8,2.6,2.8,2.8,2.8,2.6,2.6,"Individualization, Communication, Strategic, Arranger, Significance",8,2,6,3
EMP101720,Teguh Dharma Wijaya,48,4,Standard Performer,V,S2,Engineering,Data Analyst,Operations,CI,ESFP,117,16,2.6,3.5,3.25,3.8,3.4,3,3,2.8,3.25,3.2,"Arranger, Adaptability, Activator, Analytical, Futuristic",3,9,8,4
EMP101721,Julia Halim Suharto,35,3,Standard Performer,IV,D3,Statistics,Supply Planner,IT,IC,ISTJ,113,20,2.6,2,3,3,2.6,2.6,3,2.6,2.4,3,"Adaptability, Learner, Achiever, Activator, Command",5,6,3,4
EMP101722,Dian Indrawan,46,3,Standard Performer,IV,SMA,Design,Finance Officer,IT,CI,ESFJ,92,31,3,3,3,2.6,2.6,2.5,3,2.75,2.5,2.8,"Restorative, Developer, Woo, Individualization, Command",null,null,9,3
EMP101724,Dwi Tri Subekti,2,4,Standard Performer,V,D3,Business,Data Analyst,Operations,CI,ESTJ,82,12,3,2.5,3.5,3,4,2.25,2.5,3,3,3,"Self-Assurance, , Discipline, Positivity, Adaptability",4,1,1,3
EMP101725,Bayu Ganesha Ananda,29,2,Standard Performer,IV,SMA,Business,Finance Officer,IT,CS,INFJ,103,30,2.4,2.75,3.2,3,2.6,2.5,2.75,3.2,2.8,2.4,"Strategic, Individualization, Connectedness, Includer, Command",8,6,6,2
EMP101726,Dimas Anggara,80,4,Standard Performer,III,S1,Psychology,HRBP,IT,SD,ENFJ,120,30,4.25,3.6,3.8,3.6,3.8,3.8,2,3.2,3.2,3.6,"Developer, Positivity, Futuristic, Communication, Focus",2,2,2,1
EMP101727,Rendra Kusuma Subekti,26,4,Standard Performer,III,S1,Design,HRBP,Marketing,IC,ISFJ,null,null,3.6,3.8,3.6,3.8,3.5,3.8,3.66666666666667,3.6,3.4,3.25,"Connectedness, Deliberative, Developer, Command, Competition",3,3,6,1
EMP101729,Oktavia Wijaya,32,1,Standard Performer,IV,SMA,Engineering,Sales Supervisor,R&D,null,ISFP,116,19,3.25,2.6,2.4,3.2,2.6,3,2.8,2.8,3,2.4,"Empathy, Self-Assurance, Responsibility, Adaptability, Input",7,4,2,8
EMP101731,Fajar Rohman,85,3,Standard Performer,V,SMA,Statistics,Finance Officer,HR,DI,ISFP,123,21,2.8,3.33333333333333,2.5,2.6,2.6,3.25,3.4,3,2.8,2.2,"Ideation, Connectedness, Command, Achiever, Focus",2,4,1,8
EMP101732,Oka Siregar,47,3,Standard Performer,IV,S2,Engineering,Sales Supervisor,Operations,DI,null,89,20,3.4,4.2,3.75,4,3.8,4,3.5,3.6,4.2,4.2,"Discipline, Relator, Adaptability, Context, ",6,6,9,2
EMP101733,Galih Yudhistira Situmorang,23,1,Standard Performer,IV,D3,Psychology,Finance Officer,Marketing,SC,ISTJ,null,null,3.25,3,3,3.25,2.75,2.33333333333333,3,2.75,2.5,2.5,"Developer, Achiever, Belief, Responsibility, Harmony",9,5,7,9
EMP101734,Utami Adi Setiawan,62,1,Standard Performer,IV,D3,Statistics,Sales Supervisor,Finance,SD,INTJ,101,25,21.8,3.2,2,3.2,2.75,3,3.2,2.6,3.25,2.5,"Significance, Woo, Responsibility, Maximizer, Belief",5,9,5,2
EMP101735,Citra Fadillah Saputra,66,4,Standard Performer,V,D3,Engineering,Supply Planner,Marketing,SC,null,null,null,3.2,2.5,2.75,2.33333333333333,3,3.75,3,3.2,2.8,3.2,"Harmony, Ideation, Learner, Competition, Achiever",9,6,5,null
EMP101736,Novi Lestari Pamungkas,73,1,Standard Performer,IV,D3,Business,HRBP,R&D,IC,ESFJ,null,29,3.5,3.4,3.33333333333333,3.2,3.75,3.4,3.2,3.4,3.25,3.4,"Individualization, Communication, Command, Includer, Self-Assurance",1,4,2,6
EMP101737,Oktavia Halim Lestari,48,2,Standard Performer,IV,SMA,Design,Brand Executive,HR,IC,ENFJ,88,24,2.75,2.8,3.75,3,3,3.2,3.6,3,3.6,26.25,"Restorative, Adaptability, Deliberative, Arranger, Self-Assurance",3,1,7,6
EMP101738,Anisa Kusuma Hidayat,61,3,Standard Performer,III,S2,Engineering,Data Analyst,HR,CD,ENTP,null,39,3.25,3.2,3.2,2.75,3.2,3.2,3.25,4,3.5,3.2,"Competition, Significance, , Consistency, Woo",8,2,2,8
EMP101739,Wulan Rahmawati,61,2,Standard Performer,IV,S2,Business,Brand Executive,IT,IS,INFJ,88,34,4,3.6,3.25,3.5,3.2,2.8,3,2.6,3,2.75,"Harmony, Connectedness, Competition, Input, Developer",3,2,7,8
EMP101741,Satya Indrawan,113,3,Standard Performer,IV,S1,Engineering,HRBP,Operations,SD,ESTJ,null,24,3.4,3.2,3.4,3.2,3.2,3.4,3,3.4,2.5,3.4,"Empathy, Competition, Discipline, , Belief",2,6,6,3
EMP101742,Arif Ridwan,43,4,Standard Performer,III,D3,Psychology,Data Analyst,R&D,CI,INTP,132,10,3.4,3.4,3.2,2.75,3.4,2.75,3.6,3.2,3,3.6,"Adaptability, Significance, Futuristic, Developer, Restorative",4,2,null,9
EMP101743,Iman Setiawan,12,2,Standard Performer,IV,S1,Economics,Data Analyst,Finance,SC,INTP,93,27,3.25,4.33333333333333,3,3,3,3,3.25,3.5,5,2.5,"Significance, Belief, Input, Connectedness, Positivity",4,3,2,9
EMP101744,Putri Saputra Saputra,48,4,Standard Performer,III,S2,Business,Data Analyst,R&D,DS,ENFP,115,25,3,2.5,2.6,2.5,2.2,2.4,2.4,2.6,2.8,3,"Maximizer, Relator, Discipline, Includer, Harmony",2,2,6,1
EMP101745,Utami Pramudita Kurniawan,66,2,Standard Performer,IV,SMA,Economics,Data Analyst,IT,DC,ESFP,118,34,3.75,3.2,3.4,3.8,3.2,3.6,3.4,3.5,3,3.8,"Self-Assurance, Individualization, , Empathy, Competition",3,6,2,null
EMP101746,Rani Tri Kusuma,44,2,Standard Performer,IV,S1,Statistics,Data Analyst,Finance,IS,ESTJ,118,27,3.6,3.6,3.2,3.2,3.33333333333333,3.75,3.4,3.8,4.8,2.8,"Achiever, , Belief, Consistency, ",9,6,1,9
EMP101747,Bayu Erlangga Permadi,39,3,Standard Performer,IV,D3,Psychology,Finance Officer,R&D,CD,ISTJ,null,33,2.6,3,2.5,2.6,2.8,2.33333333333333,2.8,2.8,2.6,2.6,"Input, Focus, Empathy, Responsibility, Belief",2,2,5,3
EMP101748,Wulan Rohman,58,4,Standard Performer,III,SMA,Economics,Finance Officer,Finance,IC,ENFJ,133,34,4.25,3.8,3,4.2,4,27.5,4.25,4.2,4,4.2,"Positivity, Arranger, Relator, , Intellection",7,7,7,4
EMP101749,Novi Adi Subekti,22,1,Standard Performer,III,D3,Design,HRBP,IT,SI,ISTJ,85,18,3.25,3.25,2.75,2.75,2.33333333333333,3.25,3.25,3.5,3,3,"Discipline, Intellection, Learner, Competition, Relator",5,1,7,3
EMP101750,Oktavia Ridwan,86,3,Standard Performer,IV,S2,Design,HRBP,Marketing,null,ENFJ,null,null,3.6,3.66666666666667,3.2,3.4,3,3.4,3.6,3.6,2.75,3.25,"Relator, Intellection, Harmony, Woo, Belief",3,8,2,7
EMP101751,Ayu Salsabila,43,3,Standard Performer,IV,S1,Business,HRBP,R&D,null,ESFJ,null,24,3,2.8,3.25,2.6,3.4,2.25,3,3.25,3,3,"Responsibility, Positivity, Strategic, Discipline, ",2,1,4,4
EMP101752,Julia Dharma Situmorang,72,2,Standard Performer,V,SMA,Business,Brand Executive,Finance,CI,ISFP,132,34,3.25,3,2.8,3.2,3.5,2.8,3.25,3.25,4,3.4,"Context, , Intellection, Belief, Analytical",6,9,9,9
EMP101753,Adi Tamba,116,3,Standard Performer,IV,D3,Engineering,Brand Executive,Marketing,CS,INFP,null,null,3.4,3.4,2.8,3.25,3.4,3.6,3.2,3.5,3.6,3.8,"Deliberative, Belief, Developer, Maximizer, Achiever",1,5,5,2
EMP101754,Luthfi Mahendra,39,4,Standard Performer,V,S2,Design,Sales Supervisor,Operations,SI,ISFJ,114,31,4,3.2,3.4,3.8,3.4,3,3.2,3.6,4.33333333333333,3.2,"Consistency, Woo, Individualization, Futuristic, Harmony",4,8,null,1
EMP101755,Rafa Utami,10,2,Standard Performer,IV,D3,Psychology,Data Analyst,Operations,DI,ESFJ,110,26,2.5,3.5,3.5,3,3.25,3,3.33333333333333,2.66666666666667,3.75,3,"Context, , , Command, Belief",null,5,6,3
EMP101757,Rifqi Mahendra,67,4,Standard Performer,V,SMA,Psychology,Finance Officer,R&D,SC,ENTJ,89,20,3.4,3.5,3.2,3,3.4,3.2,3.6,3.5,3.6,3.4,"Ideation, Responsibility, Includer, Intellection, Competition",null,6,8,6
EMP101758,Indra Kusuma,40,2,Standard Performer,IV,SMA,Psychology,Data Analyst,Finance,CD,INFJ,106,28,3.75,2.5,3.2,3.6,3.33333333333333,4,3.2,3.2,3.4,4.25,"Intellection, Woo, Responsibility, Learner, Arranger",5,null,null,8
EMP101759,Gita Mahardika Permadi,32,4,Standard Performer,IV,S1,Business,Finance Officer,Operations,CS,ESTP,null,23,3.2,2.6,2.6,1.66666666666667,3,2.66666666666667,2.25,3,3,3,"Analytical, Responsibility, Futuristic, Individualization, Developer",null,7,null,9
EMP101760,Budi Putra,40,2,Standard Performer,III,S2,Engineering,HRBP,HR,CI,ISFJ,95,25,3.6,3,3.4,3.2,3.8,3,2.75,3,3.6,3,"Discipline, Restorative, Deliberative, Competition, Consistency",7,5,5,8
EMP101762,Fajar Saputra,35,4,Standard Performer,IV,S2,Engineering,Brand Executive,Finance,DS,INTJ,129,28,4,4,3.75,3.5,3,3.4,2.8,3.2,3.4,3.6,"Competition, Communication, Learner, Intellection, Consistency",2,null,5,3
EMP101763,Dewi Tri Halim,43,4,Standard Performer,V,D3,Business,Sales Supervisor,Finance,DS,ISFP,92,25,4.4,4.2,4.25,4,4.5,4.2,3.75,4.25,4.4,4.2,"Ideation, Learner, Adaptability, Maximizer, Connectedness",null,7,7,9
EMP101764,Luthfi Jatmiko Firmansyah,20,5,High Performer,III,S2,Economics,Finance Officer,R&D,null,ISTP,133,34,4,3.66666666666667,4.33333333333333,4.25,4,3.75,4.25,4,3.66666666666667,4.33333333333333,"Responsibility, Strategic, Focus, Belief, Woo",7,7,1,2
EMP101766,Kartika Aji Pradana,41,3,Standard Performer,IV,D3,Economics,Sales Supervisor,IT,CS,INFP,88,11,3.4,3.4,3.5,3.6,3.4,3.8,3.75,3.8,3.6,3.8,"Consistency, Empathy, Communication, Focus, Developer",8,4,null,1
EMP101767,Nadia Maulida,36,3,Standard Performer,III,S2,Economics,Finance Officer,Operations,DI,INFJ,98,21,3,3.2,3.5,3.33333333333333,3.25,3.2,2.4,3,3,3,"Deliberative, Self-Assurance, Command, Responsibility, Discipline",null,2,4,9
EMP101768,Satya Yudhistira Saputra,79,3,Standard Performer,IV,S2,Design,Finance Officer,R&D,CI,null,87,24,3.5,3,3.2,3.4,3.2,2.8,3.2,2.75,2.75,3.2,"Woo, Connectedness, Ideation, Deliberative, Activator",6,2,6,9
EMP101769,Ayunda Saputra Rohman,44,3,Standard Performer,III,SMA,Economics,Supply Planner,Marketing,CI,ESFJ,null,null,3.4,3.5,3.8,3.2,3.8,3.8,4.25,3.25,3.6,3.8,"Harmony, Focus, Arranger, Deliberative, Developer",9,8,7,null
EMP101770,Zaki Qolbi Gunawan,19,2,Standard Performer,III,S1,Statistics,Finance Officer,Marketing,DI,INTP,null,null,3.5,3.5,3.25,3.25,2.33333333333333,2.75,3.25,3.5,3.66666666666667,3.5,"Maximizer, , , Learner, Developer",8,9,5,2
EMP101771,Zahra Dharma Firmansyah,37,5,High Performer,IV,S2,Business,HRBP,Finance,ID,INTP,111,23,3,3.2,3.2,3.2,2.75,3.25,2.5,3.6,3.4,3,"Deliberative, Intellection, Harmony, , Arranger",7,null,4,3
EMP101772,Tania Rachman Lestari,75,2,Standard Performer,V,S1,Business,Supply Planner,Marketing,DS,ENTJ,null,null,3.6,3.25,3.2,2.5,3.25,3,3.5,3,3.4,3.6,"Arranger, Significance, Harmony, Strategic, Adaptability",8,9,3,9
EMP101773,Lestari Lestari Salsabila,68,3,Standard Performer,V,SMA,Engineering,HRBP,Marketing,CI,ENTJ,null,null,2.6,2,2.75,2.4,2.2,2.6,2.8,2.2,2.2,2.6,"Achiever, Harmony, Ideation, Competition, Empathy",7,1,5,3
EMP101774,Arif Anugrah Putra,36,1,Standard Performer,III,S2,Economics,Supply Planner,Marketing,DC,ESFP,null,null,2.5,1.8,2.5,2,2,2.4,2.4,2.4,3,2.75,"Positivity, Learner, Communication, Arranger, Discipline",4,7,5,3
EMP101775,Dimas Ginting,102,3,Standard Performer,III,D3,Psychology,Supply Planner,Operations,CI,INFP,89,24,2.75,3.2,3.4,3.5,3.4,3.8,3,3.4,3.25,3.6,"Self-Assurance, Consistency, Woo, Ideation, Intellection",8,8,6,null
EMP101776,Dwi Wijaya,86,1,Standard Performer,IV,S2,Economics,Brand Executive,Finance,CS,ESTP,109,36,2.8,2.8,2,2.75,2.6,2.6,2.6,3.2,3,2.8,"Analytical, Achiever, Input, Consistency, Learner",9,7,7,4
EMP101777,Sari Lukman,14,2,Standard Performer,III,S1,Engineering,Sales Supervisor,Marketing,IS,ENFJ,null,null,3,3.75,3.25,2.66666666666667,3.33333333333333,3.5,3.66666666666667,4,3.25,3,"Woo, Individualization, Consistency, , Belief",1,1,1,3
EMP101778,Dian Wijaya Setiawan,58,3,Standard Performer,V,D3,Design,HRBP,Finance,DC,ISFJ,96,23,3.5,3.2,3,3.5,3,3.4,2.6,3.5,3.2,3,"Harmony, Individualization, Deliberative, Belief, Command",9,1,5,2
EMP101779,Rifqi Kusuma Kusuma,8,3,Standard Performer,IV,D3,Statistics,HRBP,R&D,DS,ESFP,121,30,2.66666666666667,2.75,4,2,2.25,2.66666666666667,2.5,2.75,2.33333333333333,2.33333333333333,"Harmony, Discipline, Connectedness, Learner, Analytical",3,8,2,9
EMP101780,Vania Utama Zulfikar,87,4,Standard Performer,IV,S2,Statistics,Finance Officer,Finance,SD,ENFJ,96,30,4,4.25,3.4,3.25,4.2,3.6,4,3.8,22.8,3.6,"Significance, Activator, Responsibility, Strategic, Belief",2,1,null,null
EMP101781,Bella Candra Zulfikar,62,5,High Performer,V,S1,Statistics,Finance Officer,R&D,ID,ISTP,127,17,2.5,3.8,2.75,3.8,3.6,3.2,3.2,27,4.2,3.4,"Includer, Command, Positivity, Arranger, Responsibility",9,1,3,7
EMP101782,Prasetyo Mahardika Herlambang,37,3,Standard Performer,IV,SMA,Statistics,Sales Supervisor,IT,CI,null,95,28,22.6,2.8,2.75,2.8,2.8,3,3.2,3,2.8,22,"Individualization, , Discipline, Consistency, Intellection",1,9,1,8
EMP101783,Nurlita Suharto,11,3,Standard Performer,IV,S2,Engineering,HRBP,R&D,SD,ISTJ,132,37,2.75,2.5,3,2.75,2.25,2.75,3.25,2.5,2.5,3,"Command, Intellection, Arranger, Responsibility, Maximizer",9,8,4,5
EMP101784,Dwi Indrawan,42,3,Standard Performer,IV,S2,Psychology,Sales Supervisor,Finance,DC,ESTJ,88,27,2.5,2.6,2.8,3.4,3,2.5,2.6,2.6,3.2,3,"Responsibility, Achiever, Consistency, Context, Positivity",4,7,5,6
EMP101785,Wulan Qolbi Yulianto,51,1,Standard Performer,IV,D3,Economics,Supply Planner,Operations,SC,ESTP,120,31,3.6,3.25,3.4,2.5,3.66666666666667,3.6,3.4,3.75,3.4,3.6,"Responsibility, Positivity, Empathy, Achiever, Communication",6,2,6,9
EMP101786,Citra Mahardika Halim,48,4,Standard Performer,V,D3,Design,Data Analyst,Operations,SI,ENTP,null,25,2.5,2.5,3,3.6,3.2,3,21.8,3.2,2.8,3.25,"Learner, Analytical, Competition, Connectedness, Communication",5,5,7,6
EMP101787,Zaki Subekti,37,5,High Performer,IV,S2,Economics,Finance Officer,Operations,SD,ENTJ,135,21,2.6,2.5,2.2,2.6,2.8,3,2.4,22.4,2.8,2.6,"Communication, Developer, Self-Assurance, Strategic, Focus",2,6,6,2
EMP101788,Valdo Qolbi Utami,56,4,Standard Performer,V,S1,Business,Brand Executive,IT,CD,INTP,120,31,4.25,4,3.5,4,4.4,4.2,3.75,3.75,3.4,3.5,"Belief, Connectedness, Communication, Developer, Positivity",2,3,2,4
